id,url,foreign_landing_url,title,creator,creator_url,license,license_version,license_url,source,attribution,is_table,eye_level,verdict
239b424a-ebf2-45de-ac76-36ce7e72772d,https://live.staticflickr.com/187/464033082_58a3d7dd61.jpg,https://www.flickr.com/photos/51931594@N00/464033082,Jesus playing pool,jonny.hunter,https://www.flickr.com/photos/51931594@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Jesus playing pool"" by jonny.hunter is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.997,0.972,keep
239cb8a0-2814-48bc-bd7d-a0396816e41b,https://live.staticflickr.com/2668/4221633260_843bcd00e8_b.jpg,https://www.flickr.com/photos/45554073@N08/4221633260,Exposed Billiards,brian.demaio,https://www.flickr.com/photos/45554073@N08,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Exposed Billiards"" by brian.demaio is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.895,keep
2423c978-cc44-47ec-9bc9-a2c31fe26fd3,https://live.staticflickr.com/237/456124363_f988179e59_b.jpg,https://www.flickr.com/photos/40646519@N00/456124363,Playing Pool,Joe Shlabotnik,https://www.flickr.com/photos/40646519@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Playing Pool"" by Joe Shlabotnik is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.999,keep
244a3dd0-5a13-460e-b2db-21bc8f426a2b,https://live.staticflickr.com/1345/766035617_a1cb91bded_b.jpg,https://www.flickr.com/photos/80256988@N00/766035617,Pool Game,My Blue Van,https://www.flickr.com/photos/80256988@N00,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Pool Game"" by My Blue Van is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,0.986,keep
2456cd4c-164d-4524-b962-d9b9214c27d3,https://live.staticflickr.com/6138/5918773909_140646d416_b.jpg,https://www.flickr.com/photos/63490482@N03/5918773909,"123 Pool table at Tyndall Field, Florida WWII",rich701,https://www.flickr.com/photos/63490482@N03,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""123 Pool table at Tyndall Field, Florida WWII"" by rich701 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.999,1.000,keep
24b7db53-b08f-4749-ae9f-4c057ad500e5,https://live.staticflickr.com/4136/4896876475_103f7ce598_b.jpg,https://www.flickr.com/photos/28713775@N02/4896876475,"Carlisle Castle Hotel, Newtown, billiard room",Newtown grafitti,https://www.flickr.com/photos/28713775@N02,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Carlisle Castle Hotel, Newtown, billiard room"" by Newtown grafitti is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.999,0.991,keep
24f10000-14d2-43a0-bfcb-442b9c5f3471,https://live.staticflickr.com/2149/2255371232_35a64a97c0_b.jpg,https://www.flickr.com/photos/24559254@N00/2255371232,Birillo,Conanil,https://www.flickr.com/photos/24559254@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Birillo"" by Conanil is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.997,0.971,keep
25207959-a107-4fde-b973-53570d78b3f0,https://live.staticflickr.com/5686/30999058786_192a4f3aa0_b.jpg,https://www.flickr.com/photos/65490292@N04/30999058786,"No school, let's play pool!",ralph_bean,https://www.flickr.com/photos/65490292@N04,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""No school, let's play pool!"" by ralph_bean is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.970,keep
253cf212-a537-4485-8596-10e437273b39,https://upload.wikimedia.org/wikipedia/commons/5/5a/Nobuaki_Kobayashi_01.jpg,https://commons.wikimedia.org/w/index.php?curid=25065130,Nobuaki Kobayashi 01,Dieter Haase,,by-sa,3.0,https://creativecommons.org/licenses/by-sa/3.0/,wikimedia,"""Nobuaki Kobayashi 01"" by Dieter Haase is licensed under CC BY-SA 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/3.0/.",0.994,0.998,keep
256738bb-1933-478a-b55a-afa456bc895c,https://live.staticflickr.com/65535/51833985094_c5a5da4207_b.jpg,https://www.flickr.com/photos/155396095@N08/51833985094,Q-Master Billiards tables 4 pb,Puddin Tain,https://www.flickr.com/photos/155396095@N08,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Q-Master Billiards tables 4 pb"" by Puddin Tain is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,0.953,keep
25a01ca8-c4e4-4894-bcc1-fa07136788a6,https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9zdGF0aWMvaW1hZ2Uvd2Vic2l0ZS8yMDIyLTA0L2xyL25zMTk1MDEtaW1hZ2Uta3d2d25kd3cuanBn.jpg,https://www.rawpixel.com/image/5916126/image-background-public-domain-hand,Free hand holding pool ball,,,cc0,1.0,https://creativecommons.org/publicdomain/zero/1.0/,rawpixel,"""Free hand holding pool ball"" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.",0.985,0.921,keep
25a8a9ec-4d90-46ab-9e48-c6f07b820832,https://live.staticflickr.com/7399/10733904965_e31b66cc53.jpg,https://www.flickr.com/photos/48600096354@N01/10733904965,Playing pool 1987,satguru,https://www.flickr.com/photos/48600096354@N01,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Playing pool 1987"" by satguru is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.999,0.981,keep
25b20457-1185-4814-9e1f-d65b69fa9851,https://live.staticflickr.com/50/162510118_fdb14b823d_b.jpg,https://www.flickr.com/photos/11304144@N00/162510118,Verbana shoots pool,Bob Doran,https://www.flickr.com/photos/11304144@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Verbana shoots pool"" by Bob Doran is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.999,keep
25e11aa4-a5ea-46f9-a20c-cf36fc4402b1,https://live.staticflickr.com/8246/8610369905_23d3de05d9_b.jpg,https://www.flickr.com/photos/30548928@N00/8610369905,Billiards event,SirLyric,https://www.flickr.com/photos/30548928@N00,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Billiards event"" by SirLyric is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,0.990,keep
26593568-2da4-4ac1-bc0a-a1c0229fc768,https://upload.wikimedia.org/wikipedia/commons/9/9a/Russian_billiards_balls.jpg,https://commons.wikimedia.org/w/index.php?curid=828890,Russian billiards balls,Alexei Kouprianov,https://commons.wikimedia.org/wiki/User:Alexei_Kouprianov,by-sa,3.0,https://creativecommons.org/licenses/by-sa/3.0/,wikimedia,"""Russian billiards balls"" by Alexei Kouprianov is licensed under CC BY-SA 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/3.0/.",0.998,0.727,keep
2696f62b-fa41-4983-a0cd-434c09fbff1d,https://upload.wikimedia.org/wikipedia/commons/d/d1/The_Pool_Players_%281%29_%28Imagicity_1156%29.jpg,https://commons.wikimedia.org/w/index.php?curid=25263124,The Pool Players (1) (Imagicity 1156),Graham Crumb,,by-sa,3.0,https://creativecommons.org/licenses/by-sa/3.0/,wikimedia,"""The Pool Players (1) (Imagicity 1156)"" by Graham Crumb is licensed under CC BY-SA 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/3.0/.",0.997,0.998,keep
26cedd1d-2afe-4ef5-a6d0-6fa24b620ea1,https://live.staticflickr.com/3342/3594148808_387eed5d6c_b.jpg,https://www.flickr.com/photos/81098106@N00/3594148808,Billards room @ The Nines,Christmas w/a K,https://www.flickr.com/photos/81098106@N00,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Billards room @ The Nines"" by Christmas w/a K is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,0.976,keep
26f6287b-03c4-40ef-b2d3-9b25294c4be9,https://live.staticflickr.com/153/343096418_01f2b7283d.jpg,https://www.flickr.com/photos/43197952@N00/343096418,tragedy strikes,Beneath_B1ue_Skies,https://www.flickr.com/photos/43197952@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""tragedy strikes"" by Beneath_B1ue_Skies is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.998,keep
277da393-8cbf-4c92-8773-8478369e3064,https://live.staticflickr.com/42/99009813_1046cb7ade.jpg,https://www.flickr.com/photos/53774106@N00/99009813,Really bad pool table...,reeveb,https://www.flickr.com/photos/53774106@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Really bad pool table..."" by reeveb is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.808,keep
2795e947-260c-4810-8612-f668c481364d,https://live.staticflickr.com/6168/6144949021_2306e1c100_b.jpg,https://www.flickr.com/photos/51140559@N06/6144949021,Billiards Room,M. Page,https://www.flickr.com/photos/51140559@N06,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Billiards Room"" by M. Page is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",0.980,0.999,keep
27a1030d-ecca-4202-953c-c84458f7802d,https://live.staticflickr.com/5720/23935510795_271c0eb8a3_b.jpg,https://www.flickr.com/photos/133905261@N04/23935510795,USARJ HHC celebrates the holidays,usarjnco,https://www.flickr.com/photos/133905261@N04,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""USARJ HHC celebrates the holidays"" by usarjnco is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.999,0.993,keep
2807f991-1f86-44f4-9c68-07611a894760,https://live.staticflickr.com/5046/5239615979_afd343c06c_b.jpg,https://www.flickr.com/photos/49322776@N02/5239615979,56/365 Levitation,Mike Poresky,https://www.flickr.com/photos/49322776@N02,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""56/365 Levitation"" by Mike Poresky is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.996,keep
2852f3d9-e58b-4e41-ab4d-83226bf06aa0,https://upload.wikimedia.org/wikipedia/commons/6/6e/L%C3%BCtfi_%C3%87enet_01.JPG,https://commons.wikimedia.org/w/index.php?curid=25065127,Lütfi Çenet 01,Dieter Haase,,by-sa,3.0,https://creativecommons.org/licenses/by-sa/3.0/,wikimedia,"""Lütfi Çenet 01"" by Dieter Haase is licensed under CC BY-SA 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/3.0/.",1.000,1.000,keep
2853ab10-385f-4ea3-8826-b70f3e38bf03,https://live.staticflickr.com/4017/4375330811_3b62d65b80_b.jpg,https://www.flickr.com/photos/53326337@N00/4375330811,Contemplation of the pool table,quinn.anya,https://www.flickr.com/photos/53326337@N00,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Contemplation of the pool table"" by quinn.anya is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,0.999,keep
28af18cd-8211-4dbb-a74c-3a7f8d522d01,https://live.staticflickr.com/7222/7162201346_4aac0eeb94_b.jpg,https://www.flickr.com/photos/18855329@N06/7162201346,"Pool hall CBD, Santiago",Ben Bowes,https://www.flickr.com/photos/18855329@N06,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Pool hall CBD, Santiago"" by Ben Bowes is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.802,0.943,keep
2926c374-61fd-4699-a914-8093baceef58,https://live.staticflickr.com/3955/15582388612_7884196796.jpg,https://www.flickr.com/photos/47225149@N07/15582388612,Playing #pool at #cheers #LasVegas #DutchBoyd,LocalVegas,https://www.flickr.com/photos/47225149@N07,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Playing #pool at #cheers #LasVegas #DutchBoyd"" by LocalVegas is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.998,keep
292d3f46-5b4f-4de7-af5d-d83e49f13251,https://live.staticflickr.com/53/133043051_63ae46e954_b.jpg,https://www.flickr.com/photos/41216460@N00/133043051,Me Being a Rock Star - Matlock,rileyroxx,https://www.flickr.com/photos/41216460@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Me Being a Rock Star - Matlock"" by rileyroxx is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.987,1.000,keep
2948e1c8-f33e-41d5-8494-3c7468363e5e,https://live.staticflickr.com/5157/14239438295_6f5ac2984a_b.jpg,https://www.flickr.com/photos/23094783@N03/14239438295,,eflon,https://www.flickr.com/photos/23094783@N03,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"This work by eflon is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.982,0.841,keep
29abe57c-5ee1-47a8-8df7-4248f9c00feb,https://upload.wikimedia.org/wikipedia/commons/8/8d/G%C3%BCnter_Siebert-billiards_player-2.JPG,https://commons.wikimedia.org/w/index.php?curid=28518119,Günter Siebert-billiards player-2,Unknown authorUnknown author,,by-sa,3.0,https://creativecommons.org/licenses/by-sa/3.0/,wikimedia,"""Günter Siebert-billiards player-2"" by Unknown authorUnknown author is licensed under CC BY-SA 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/3.0/.",1.000,0.999,keep
29abe99f-fee6-4a11-b0e8-51835179a262,https://live.staticflickr.com/3655/3347799302_beaba74a1f_b.jpg,https://www.flickr.com/photos/99522272@N00/3347799302,Broken balls,spjwebster,https://www.flickr.com/photos/99522272@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Broken balls"" by spjwebster is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.975,keep
29d287e4-fb83-47b7-b73f-9df3b59eeb40,https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDIzLTAzL21vbnozNjA3MjctaW1hZ2UuanBn.jpg,https://www.rawpixel.com/image/9864380/picture-gallery-billiard-table-new-zealand-court-melbourne-exhibition,Picture Gallery & Billiard Table,museumofnewzealand,,cc0,1.0,https://creativecommons.org/publicdomain/zero/1.0/,rawpixel,"""Picture Gallery & Billiard Table"" by museumofnewzealand is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.",0.936,0.992,keep
2a1730f2-8972-4ba1-b8cc-454e08ca48dc,https://live.staticflickr.com/2067/2225745984_336d99db1d_b.jpg,https://www.flickr.com/photos/32751486@N00/2225745984,the battery farm,conskeptical,https://www.flickr.com/photos/32751486@N00,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""the battery farm"" by conskeptical is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,0.994,keep
2aa3a6b4-6b81-42c2-b9e6-f1192d21c210,https://live.staticflickr.com/2289/2097418379_b3e1178699_b.jpg,https://www.flickr.com/photos/66994844@N00/2097418379,Brinda has billiard skills,BruceTurner,https://www.flickr.com/photos/66994844@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Brinda has billiard skills"" by BruceTurner is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,1.000,keep
2b07d1a2-662f-4a90-b4d4-2c981419c552,https://live.staticflickr.com/4448/37407516640_30ec9f2af6_b.jpg,https://www.flickr.com/photos/16638697@N00/37407516640,billiards,eschipul,https://www.flickr.com/photos/16638697@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""billiards"" by eschipul is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.998,keep
2b214132-fe77-4263-add9-5ed2462816f0,https://live.staticflickr.com/8024/7469885300_31e7c3a831_b.jpg,https://www.flickr.com/photos/61547250@N02/7469885300,"One of the world's greatest tables, owned by the greatest billiards player of all time - Walter Lindrum",Muff Wiggler,https://www.flickr.com/photos/61547250@N02,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""One of the world's greatest tables, owned by the greatest billiards player of all time - Walter Lindrum"" by Muff Wiggler is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.926,keep
2b3aea52-6bdc-4b00-a781-e484305eb2ca,https://live.staticflickr.com/5180/5424951255_35d5f814c3_b.jpg,https://www.flickr.com/photos/36048605@N03/5424951255,Empty Table,James Starkey,https://www.flickr.com/photos/36048605@N03,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Empty Table"" by James Starkey is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.999,0.934,keep
2b4392dd-4bc9-4da4-b873-355872b44a71,https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvaXMxNDMzMC1pbWFnZS1rd3Z5Z2g4MC5qcGc.jpg,https://www.rawpixel.com/image/5927041/photo-image-background-public-domain-green,Free pool ball pool table,,,cc0,1.0,https://creativecommons.org/publicdomain/zero/1.0/,rawpixel,"""Free pool ball pool table"" is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.",1.000,0.984,keep
2b7b4357-3959-4d56-ad12-516df2de37fc,https://live.staticflickr.com/4453/37365775870_84a24e63a1.jpg,https://www.flickr.com/photos/35759981@N08/37365775870,The Billiard Room at the Poverty Bay Club. Gisborne,Archives New Zealand,https://www.flickr.com/photos/35759981@N08,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""The Billiard Room at the Poverty Bay Club. Gisborne"" by Archives New Zealand is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.999,keep
2ba8a397-0439-45df-90b5-00f74571c622,https://live.staticflickr.com/5219/5388024184_9ee92e0f41_b.jpg,https://www.flickr.com/photos/23484426@N05/5388024184,Billiard Face,mrjacobwilson24,https://www.flickr.com/photos/23484426@N05,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Billiard Face"" by mrjacobwilson24 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,1.000,keep
2bd0e397-245b-44cf-afb6-20f7719c76c1,https://live.staticflickr.com/677/21695763296_0dca196f1a_b.jpg,https://www.flickr.com/photos/119886413@N05/21695763296,Weekend Warriors :),Michel Curi,https://www.flickr.com/photos/119886413@N05,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Weekend Warriors :)"" by Michel Curi is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,1.000,keep
2bd9225e-e58f-499b-b48f-8feda93d555d,https://images.rawpixel.com/editor_1024/czNmcy1wcml2YXRlL3Jhd3BpeGVsX2ltYWdlcy93ZWJzaXRlX2NvbnRlbnQvbHIvbG9jMjAxNzc4OTA0NC1pbWFnZS5qcGc.jpg,https://www.rawpixel.com/image/12176098/image-person-art-vintage,basement Good Shepherd Community Center,libraryofcongress,,cc0,1.0,https://creativecommons.org/publicdomain/zero/1.0/,rawpixel,"""basement Good Shepherd Community Center"" by libraryofcongress is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.",0.958,1.000,keep
2bdfc133-056d-41c2-bbb7-460bf4858831,https://upload.wikimedia.org/wikipedia/commons/2/24/Dick_Jaspers_01.JPG,https://commons.wikimedia.org/w/index.php?curid=25065120,Dick Jaspers 01,Dieter Haase,,by-sa,3.0,https://creativecommons.org/licenses/by-sa/3.0/,wikimedia,"""Dick Jaspers 01"" by Dieter Haase is licensed under CC BY-SA 3.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/3.0/.",0.980,0.998,keep
2c6c5b15-272b-4b92-9dca-2b90d6b1d897,https://live.staticflickr.com/2378/2255369226_4777d9bdfd_b.jpg,https://www.flickr.com/photos/24559254@N00/2255369226,Incombenze,Conanil,https://www.flickr.com/photos/24559254@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Incombenze"" by Conanil is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.974,keep
2cfdb689-83b7-42a4-904d-8d2517c7e0ee,https://live.staticflickr.com/73/171969986_3c1c6e86c8.jpg,https://www.flickr.com/photos/55472668@N00/171969986,Pool Balls,zaphodsotherhead,https://www.flickr.com/photos/55472668@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Pool Balls"" by zaphodsotherhead is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.967,keep
2d6ffdf4-816f-4859-8f67-350880c6932c,https://live.staticflickr.com/2215/2254571181_7d7b3695f6_b.jpg,https://www.flickr.com/photos/24559254@N00/2254571181,Pok!,Conanil,https://www.flickr.com/photos/24559254@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Pok!"" by Conanil is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,0.909,keep
2d9b03c8-9c12-4403-b130-cebd6dc1554e,https://live.staticflickr.com/2606/4124985015_45a907b6f3_b.jpg,https://www.flickr.com/photos/12085242@N06/4124985015,SOFA Pool Hall,bobbleheads_music,https://www.flickr.com/photos/12085242@N06,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""SOFA Pool Hall"" by bobbleheads_music is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.878,0.999,keep
2dacbff3-b4dd-454c-8ec9-cac4b1768650,https://live.staticflickr.com/4076/4757137388_7a9dda6df0_b.jpg,https://www.flickr.com/photos/56187283@N00/4757137388,The pool table has been cleaned,8one6,https://www.flickr.com/photos/56187283@N00,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""The pool table has been cleaned"" by 8one6 is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",0.998,0.778,keep
2dd0ea09-9f8a-405c-b79e-fcad5face5cd,https://live.staticflickr.com/2643/3706292927_806f3c2b97.jpg,https://www.flickr.com/photos/21493557@N00/3706292927,BILLIARDS,sota-k,https://www.flickr.com/photos/21493557@N00,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""BILLIARDS"" by sota-k is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",0.996,0.658,keep
2dee8970-d827-45e7-91d0-9b2f632238e0,https://live.staticflickr.com/8087/8351492692_06ac70f606_b.jpg,https://www.flickr.com/photos/47983324@N00/8351492692,the pool hall,maveric2003,https://www.flickr.com/photos/47983324@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""the pool hall"" by maveric2003 is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.994,0.999,keep
2df30a6e-fc95-49e0-a1db-bafce094064c,https://live.staticflickr.com/65535/51822592359_69ffeb8840_b.jpg,https://www.flickr.com/photos/155396095@N08/51822592359,Q-Master Billiards tables 2 pb,Puddin Tain,https://www.flickr.com/photos/155396095@N08,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Q-Master Billiards tables 2 pb"" by Puddin Tain is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",0.955,0.986,keep
2e44902e-82f4-45f2-b249-b3aec3ac3f48,https://live.staticflickr.com/3062/3105311353_9a00a61a5b_b.jpg,https://www.flickr.com/photos/63377549@N00/3105311353,Russian-style billiards,marktristan,https://www.flickr.com/photos/63377549@N00,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Russian-style billiards"" by marktristan is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,0.999,keep
2eb65336-ce83-4fe0-898a-b60f6fcab9cc,https://live.staticflickr.com/3622/3524845282_233376835a_b.jpg,https://www.flickr.com/photos/13596279@N03/3524845282,Billiards 1,Reggie Alvey,https://www.flickr.com/photos/13596279@N03,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Billiards 1"" by Reggie Alvey is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,0.667,keep
2f0d41e5-a05e-4512-a8ea-6e1c7a80214c,https://live.staticflickr.com/2295/2255371456_f45c34370c_b.jpg,https://www.flickr.com/photos/24559254@N00/2255371456,Punteggio,Conanil,https://www.flickr.com/photos/24559254@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Punteggio"" by Conanil is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",0.998,0.916,keep
2f19b26d-7fae-4de7-a9c6-b1640dc5a6f3,https://live.staticflickr.com/51/131375873_53ffb46079_b.jpg,https://www.flickr.com/photos/35034346243@N01/131375873,pool table,stu_spivack,https://www.flickr.com/photos/35034346243@N01,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""pool table"" by stu_spivack is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,1.000,keep
2f3f417f-449a-4d2f-ae3c-59427fc4fd8a,https://live.staticflickr.com/1343/639456583_a6bd7decbf_b.jpg,https://www.flickr.com/photos/50642338@N00/639456583,Breaking,sfllaw,https://www.flickr.com/photos/50642338@N00,by-sa,2.0,https://creativecommons.org/licenses/by-sa/2.0/,flickr,"""Breaking"" by sfllaw is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",1.000,0.996,keep
2f600796-7bd5-403a-9532-524fabaadd74,https://images.rawpixel.com/editor_1024/cHJpdmF0ZS9sci9pbWFnZXMvd2Vic2l0ZS8yMDI0LTAyL2xyL2dldHR5MTA3YzF3LWltYWdlLmpwZw.jpg,https://www.rawpixel.com/image/14302699/men-playing-pool,Men playing pool,thegetty,,cc0,1.0,https://creativecommons.org/publicdomain/zero/1.0/,rawpixel,"""Men playing pool"" by thegetty is marked with CC0 1.0. To view the terms, visit https://creativecommons.org/publicdomain/zero/1.0/.",0.996,0.999,keep
2f9b46fd-9791-4536-9c34-b10317b5207d,https://live.staticflickr.com/2655/4059760302_6df2f2eaec_b.jpg,https://www.flickr.com/photos/50868481@N00/4059760302,Steve shoots pool,akarmy,https://www.flickr.com/photos/50868481@N00,by,2.0,https://creativecommons.org/licenses/by/2.0/,flickr,"""Steve shoots pool"" by akarmy is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",1.000,1.000,keep
